Timestamp,Customer_ID,From_Account,To_Account,Amount,Transfer_Type,Bank_Country,Decision,Risk_Score,Reasons,Transaction_ID,User_Action,Actioned_By,Action_Timestamp,Action_Comments
2026-01-29T06:42:01.047837,1000016,11000016019,AE040570000011049381018,85.0,S,USA,APPROVED,-0.0632931789630825,,txn_11181854,PENDING,,,
2026-01-29T06:42:04.149222,1000016,11000016019,AE040570000011049381018,85.0,S,USA,APPROVED,-0.0632931789630825,,txn_ab93098a,PENDING,,,
2026-01-29T06:42:05.918777,1000016,11000016019,AE040570000011049381018,85.0,S,USA,APPROVED,-0.0632931789630825,,txn_7f752e59,PENDING,,,
2026-01-29T06:42:07.653458,1000016,11000016019,AE040570000011049381018,85.0,S,USA,APPROVED,-0.0632931789630825,,txn_17246f55,PENDING,,,
2026-01-29T06:42:09.253834,1000016,11000016019,AE040570000011049381018,85.0,S,USA,APPROVED,-0.0632931789630825,,txn_f3aa9e9e,PENDING,,,
2026-01-29T06:42:11.138360,1000016,11000016019,AE040570000011049381018,85.0,S,USA,APPROVED,-0.0632931789630825,,txn_e683e0f3,PENDING,,,
2026-01-29T06:44:49.735142,1000016,11000016019,AE040570000011049381018,85.0,S,USA,APPROVED,-0.0632931789630825,,txn_5f352941,PENDING,,,
2026-01-29T06:44:51.423051,1000016,11000016019,AE040570000011049381018,85.0,S,USA,APPROVED,-0.0632931789630825,,txn_317a9ea9,PENDING,,,
2026-01-29T06:44:53.126670,1000016,11000016019,AE040570000011049381018,85.0,S,USA,APPROVED,-0.0632931789630825,,txn_bb196677,PENDING,,,
2026-01-29T06:44:54.808580,1000016,11000016019,AE040570000011049381018,85.0,S,USA,APPROVED,-0.0632931789630825,,txn_2bfd18ba,PENDING,,,
2026-01-29T06:44:56.345925,1000016,11000016019,AE040570000011049381018,85.0,S,USA,APPROVED,-0.0632931789630825,,txn_9dc8e47b,PENDING,,,
2026-01-29T06:44:57.937222,1000016,11000016019,AE040570000011049381018,85.0,S,USA,APPROVED,-0.0632931789630825,,txn_bfc6552f,PENDING,,,
2026-01-29T06:47:50.253580,1000016,11000016019,AE040570000011049381018,85.0,S,USA,REQUIRES_USER_APPROVAL,0.0049933010230223,Velocity limit exceeded: 16 transactions in last 10 minutes (max allowed 5) | Hourly velocity limit exceeded: 22 transactions in last 1 hour (max allowed 15) | ML anomaly detected: abnormal behavior pattern (risk score 0.0050),txn_e553f9d0,PENDING,,,
2026-01-29T06:49:08.924691,1005667,11005667014,SA6145000000076052034060,85.0,S,USA,APPROVED,-0.0632931789630825,,txn_c56f5c88,PENDING,,,
2026-01-29T06:49:12.125033,1005667,11005667014,SA6145000000076052034060,85.0,S,USA,APPROVED,-0.0503681844382848,,txn_57b2770f,PENDING,,,
2026-01-29T06:49:13.799765,1005667,11005667014,SA6145000000076052034060,85.0,S,USA,APPROVED,-0.0315552176100986,,txn_45180934,PENDING,,,
2026-01-29T06:49:15.688684,1005667,11005667014,SA6145000000076052034060,85.0,S,USA,APPROVED,-0.0212313681560493,,txn_cc04f11f,PENDING,,,
2026-01-29T06:49:17.226962,1005667,11005667014,SA6145000000076052034060,85.0,S,USA,APPROVED,-0.0168220932455676,,txn_34eeea6a,PENDING,,,
2026-01-29T06:49:18.797529,1005667,11005667014,SA6145000000076052034060,85.0,S,USA,REQUIRES_USER_APPROVAL,0.0017698070927614,Velocity limit exceeded: 6 transactions in last 10 minutes (max allowed 5) | ML anomaly detected: abnormal behavior pattern (risk score 0.0018),txn_42a49466,PENDING,,,
2026-01-29T12:10:47.376917,1005667,11005667014,SA6145000000076052034060,85.0,S,USA,APPROVED,-0.0632931789630825,,txn_f36759d7,PENDING,,,
2026-01-29T07:13:30.001624,1005667,11005667014,SA6145000000076052034060,85.0,S,USA,APPROVED,-0.02343462835429,,txn_1fc0ac78,PENDING,,,
2026-01-29T07:13:31.562896,1005667,11005667014,SA6145000000076052034060,85.0,S,USA,APPROVED,-0.0157611950781546,,txn_1b80d64f,PENDING,,,
2026-01-29T07:13:33.044708,1005667,11005667014,SA6145000000076052034060,85.0,S,USA,APPROVED,-0.0124352693442156,,txn_9347aeae,PENDING,,,
2026-01-29T07:13:34.496638,1005667,11005667014,SA6145000000076052034060,85.0,S,USA,APPROVED,-0.0124352693442156,,txn_6e8f1075,PENDING,,,
2026-01-29T07:13:35.996280,1005667,11005667014,SA6145000000076052034060,85.0,S,USA,REQUIRES_USER_APPROVAL,0.0017698070927614,Velocity limit exceeded: 6 transactions in last 10 minutes (max allowed 5) | ML anomaly detected: abnormal behavior pattern (risk score 0.0018),txn_a237c337,PENDING,,,
2026-01-29T07:17:37.292355,1005667,11005667014,SA6145000000076052034065,85.0,S,USA,REQUIRES_USER_APPROVAL,0.0167196312945228,Velocity limit exceeded: 7 transactions in last 10 minutes (max allowed 5) | New beneficiary detected - first time transaction to this recipient requires approval | ML anomaly detected: abnormal behavior pattern (risk score 0.0167),txn_e0b98cba,PENDING,,,
2026-01-29T07:17:44.339419,1005667,11005667014,SA6145000000076052034060,85.0,S,USA,REQUIRES_USER_APPROVAL,0.0049933010230223,Velocity limit exceeded: 8 transactions in last 10 minutes (max allowed 5) | ML anomaly detected: abnormal behavior pattern (risk score 0.0050),txn_c8085503,PENDING,,,
2026-01-29T07:24:39.542946,1005667,11005667014,SA6145000000076052034060,85.0,S,USA,APPROVED,-0.0124352693442156,,txn_684ab724,PENDING,,,
2026-01-29T07:57:53.781371,1005667,11005667014,SA6145000000076052034060,85.0,S,USA,APPROVED,-0.02343462835429,,txn_0a5e8bef,PENDING,,,
2026-01-29T08:38:42.511341,1005667,11005667014,SA6145000000076052034060,85.0,M,USA,APPROVED,-0.0435399651377155,,txn_c4da4e99,PENDING,,,
2026-01-29T08:57:28.947543,1005667,11005667014,SA6145000000076052034060,85.0,F,USA,APPROVED,-0.0366574047225007,,txn_72bf75ff,PENDING,,,
2026-01-29T08:57:59.593998,1000016,11000016108,SA6145000000076052034060,85.0,F,USA,REQUIRES_USER_APPROVAL,-0.0529068269691732,New beneficiary detected - first time transaction to this recipient requires approval,txn_c4cb3841,PENDING,,,
2026-01-29T09:12:30.341134,1000016,11000016108,SA6145000000076052034060,85.0,F,USA,REQUIRES_USER_APPROVAL,-0.0432078248811834,New beneficiary detected - first time transaction to this recipient requires approval,txn_cd3a11c2,PENDING,,,
2026-01-29T09:14:20.940374,1000016,11000016197,DE89370400440532013000,85.0,F,USA,APPROVED,-0.0632931789630825,,txn_90fbf310,PENDING,,,
2026-01-29T10:36:56.235798,1000016,11000016159,07056852013,1000.0,O,UAE,APPROVED,-0.0632931789630825,,txn_6fa1bd57,PENDING,,,
2026-01-29T10:37:34.918098,1000016,11000016159,07056852015,1000.0,O,UAE,REQUIRES_USER_APPROVAL,-0.0398772807120806,New beneficiary detected - first time transaction to this recipient requires approval,txn_37f5be27,PENDING,,,
2026-01-29T10:37:43.808919,1000016,11000016159,07056852013,1000.0,O,UAE,APPROVED,-0.0315552176100986,,txn_d51b60c1,PENDING,,,
2026-01-29T10:39:09.924286,1000016,11000016159,07056852013,50000.0,S,UAE,REQUIRES_USER_APPROVAL,-0.0212313681560493,"Monthly spending AED 50,000.00 exceeds limit AED 9,000.00 | Autoencoder anomaly: 3.4696 > 1.7486",txn_bf22469c,PENDING,,,
2026-01-29T10:39:26.137316,1000016,11000016159,07056852013,25000.0,I,USA,REQUIRES_USER_APPROVAL,-0.0168220932455676,"Monthly spending AED 25,000.00 exceeds limit AED 12,000.00",txn_44cfdee0,PENDING,,,
2026-01-29T10:40:36.343571,1000016,11000016159,07056852013,95000.0,S,Nigeria,REQUIRES_USER_APPROVAL,0.0017698070927614,"Velocity limit exceeded: 6 transactions in last 10 minutes (max allowed 5) | Monthly spending AED 95,000.00 exceeds limit AED 9,000.00 | ML anomaly detected: abnormal behavior pattern (risk score 0.0018) | Autoencoder anomaly: 11.0751 > 1.7486",txn_7d9e68b2,APPROVED,1000016.0,2026-01-29T10:45:46.403222,"Yes, this is my transaction"
2026-01-29T10:45:34.700466,1000016,11000016159,07056852013,95000.0,S,Nigeria,REQUIRES_USER_APPROVAL,0.0049933010230223,"Velocity limit exceeded: 7 transactions in last 10 minutes (max allowed 5) | Monthly spending AED 95,000.00 exceeds limit AED 9,000.00 | ML anomaly detected: abnormal behavior pattern (risk score 0.0050) | Autoencoder anomaly: 11.0825 > 1.7486",txn_4d1e04cb,PENDING,,,
2026-01-29T10:46:35.740595,1000016,11000016159,07056852013,95.0,S,Nigeria,REQUIRES_USER_APPROVAL,0.0049933010230223,Velocity limit exceeded: 8 transactions in last 10 minutes (max allowed 5) | ML anomaly detected: abnormal behavior pattern (risk score 0.0050),txn_91ba1503,APPROVED,1000016,2026-01-29T10:46:52.477022,"Yes, this is my transaction"
2026-01-29T11:07:05.373116,1000016,11000016019,AE140260001015120899801,500.0,L,UAE,APPROVED,-0.06329317896308251,,txn_d50747f7,PENDING,,,
2026-01-29T11:07:23.242181,1000016,11000016019,SUSPICIOUS_ACCOUNT_999,75000.0,S,Somalia,REQUIRES_USER_APPROVAL,-0.03987728071208069,"Monthly spending AED 75,000.00 exceeds limit AED 9,000.00 | New beneficiary detected - first time transaction to this recipient requires approval | Autoencoder anomaly: 4.1835 > 1.7486",txn_47c35134,PENDING,,,
2026-01-29T11:07:43.450335,1000016,11000016019,SUSPICIOUS_ACCOUNT_999,750.0,S,Somalia,REQUIRES_USER_APPROVAL,-0.020644490636348767,New beneficiary detected - first time transaction to this recipient requires approval,txn_b1c14ad1,PENDING,,,
2026-01-29T11:08:49.480765,1000016,11000016019,AE140260001015120899801,750.0,S,Somalia,APPROVED,-0.021231368156049313,,txn_26b1613a,PENDING,,,
2026-01-29T11:25:34.950681,1000016,11000016019,AE140260001015120899801,750.0,S,Somalia,APPROVED,-0.03114122432172306,,txn_ef727048,PENDING,,,
2026-01-29T11:25:36.375784,1000016,11000016019,AE140260001015120899801,750.0,S,Somalia,APPROVED,-0.023434628354290055,,txn_957e23a2,PENDING,,,
2026-01-29T11:25:37.744431,1000016,11000016019,AE140260001015120899801,750.0,S,Somalia,APPROVED,-0.015761195078154655,,txn_33601378,PENDING,,,
2026-01-29T11:25:39.155770,1000016,11000016019,AE140260001015120899801,750.0,S,Somalia,APPROVED,-0.012435269344215683,,txn_02f0c378,PENDING,,,
2026-01-29T11:25:40.718242,1000016,11000016019,AE140260001015120899801,750.0,S,Somalia,APPROVED,-0.012435269344215683,,txn_e6dbd408,PENDING,,,
2026-01-29T11:25:42.165061,1000016,11000016019,AE140260001015120899801,750.0,S,Somalia,REQUIRES_USER_APPROVAL,0.0017698070927614218,Velocity limit exceeded: 6 transactions in last 10 minutes (max allowed 5) | ML anomaly detected: abnormal behavior pattern (risk score 0.0018),txn_962224ff,PENDING,,,
2026-01-29T12:20:41.421836,1000016,11000016019,AE140260001015120899801,750.0,S,Somalia,APPROVED,-0.02687911833422779,,txn_3167eb5e,PENDING,,,
2026-01-29T12:20:56.820639,1000016,11000016019,AE140260001015120899802,750.0,S,Somalia,REQUIRES_USER_APPROVAL,-0.012342685297798361,New beneficiary detected - first time transaction to this recipient requires approval,txn_959a77ba,PENDING,,,
2026-01-29T12:21:48.817851,1000016,11000016019,AE140260001015120899801,750.0,S,Somalia,APPROVED,-0.015761195078154655,,txn_63426552,PENDING,,,
2026-01-29T12:21:51.795559,1000016,11000016019,AE140260001015120899801,750.0,S,Somalia,APPROVED,-0.012435269344215683,,txn_c3f2685f,PENDING,,,
2026-01-29T12:21:53.198247,1000016,11000016019,AE140260001015120899801,750.0,S,Somalia,APPROVED,-0.012435269344215683,,txn_03c07177,PENDING,,,
2026-01-29T12:21:54.529119,1000016,11000016019,AE140260001015120899801,750.0,S,Somalia,REQUIRES_USER_APPROVAL,0.0017698070927614218,Velocity limit exceeded: 6 transactions in last 10 minutes (max allowed 5) | ML anomaly detected: abnormal behavior pattern (risk score 0.0018),txn_08dc6c9d,PENDING,,,
2026-01-29T12:21:55.937587,1000016,11000016019,AE140260001015120899801,750.0,S,Somalia,REQUIRES_USER_APPROVAL,0.004993301023022312,Velocity limit exceeded: 7 transactions in last 10 minutes (max allowed 5) | ML anomaly detected: abnormal behavior pattern (risk score 0.0050),txn_306c3559,PENDING,,,
2026-01-29T15:09:42.902147,1002986,11000016019,AE140260001015120899801,750.0,S,Somalia,REQUIRES_USER_APPROVAL,-0.05290682696917326,New beneficiary detected - first time transaction to this recipient requires approval,txn_89c6c757,PENDING,,,
2026-01-29T15:09:47.147534,1002986,11000016019,AE140260001015120899801,750.0,S,Somalia,REQUIRES_USER_APPROVAL,-0.03987728071208069,New beneficiary detected - first time transaction to this recipient requires approval,txn_d6961f49,PENDING,,,
2026-01-29T15:09:53.448601,1000016,11000016019,AE140260001015120899801,750.0,S,Somalia,APPROVED,-0.06329317896308251,,txn_0b0c125f,PENDING,,,
2026-01-29T15:10:14.041815,1000016,11000016019,AE140260001015120899801,75000.0,S,Somalia,REQUIRES_USER_APPROVAL,-0.05036818443828489,"Monthly spending AED 75,000.00 exceeds limit AED 9,000.00 | Autoencoder anomaly: 4.2833 > 1.7486",txn_bbe0677c,PENDING,,,
2026-01-29T15:10:35.713490,1000016,011000016159,07056852013,95000.0,S,Nigeria,REQUIRES_USER_APPROVAL,-0.06329317896308251,"Monthly spending AED 95,000.00 exceeds limit AED 9,000.00 | Autoencoder anomaly: 11.1062 > 1.7486",txn_841effab,PENDING,,,
2026-01-29T15:10:52.196387,1000016,011000016159,07056852013,95000.0,S,Nigeria,REQUIRES_USER_APPROVAL,-0.05036818443828489,"Monthly spending AED 95,000.00 exceeds limit AED 9,000.00 | Autoencoder anomaly: 11.0979 > 1.7486",txn_b583e1f7,PENDING,,,
2026-01-29T15:11:35.439391,1126487,11126487017,2584adsa652,500.0,O,UAE,REQUIRES_USER_APPROVAL,-0.05290682696917326,New beneficiary detected - first time transaction to this recipient requires approval,txn_67b0d588,PENDING,,,
2026-01-29T15:12:14.463642,1000016,11000016019,SUSPICIOUS_ACCOUNT_999,75000.0,S,Somalia,REQUIRES_USER_APPROVAL,-0.020644490636348767,"Monthly spending AED 75,000.00 exceeds limit AED 9,000.00 | New beneficiary detected - first time transaction to this recipient requires approval | Autoencoder anomaly: 4.1889 > 1.7486",txn_4cbfc524,PENDING,,,
2026-01-29T15:12:39.664398,1000016,11000016019,AE140260001015120899801,500.0,L,UAE,APPROVED,-0.021231368156049313,,txn_caf24f0b,PENDING,,,
2026-01-29T15:12:58.726149,1000016,011000016159,07056852013,95000.0,S,Nigeria,REQUIRES_USER_APPROVAL,-0.03155521761009861,"Monthly spending AED 95,000.00 exceeds limit AED 9,000.00 | Autoencoder anomaly: 11.0908 > 1.7486",txn_ff0c8993,PENDING,,,
2026-01-29T15:13:12.828515,1000016,011000016159,07056852013,950.0,S,Nigeria,APPROVED,-0.021231368156049313,,txn_d3d09cdc,PENDING,,,
2026-01-29T15:15:57.077235,1000016,011000016159,998877665544,420.75,S,Russia,REQUIRES_USER_APPROVAL,-0.005582587287955021,New beneficiary detected - first time transaction to this recipient requires approval,txn_a9d161da,PENDING,,,
2026-01-29T20:22:58.328287,1000016,011000016159,011004443031,420.75,S,Russia,REQUIRES_USER_APPROVAL,-0.052906826969173204,New beneficiary detected - first time transaction to this recipient requires approval,txn_68114690,PENDING,,,
2026-01-29T20:23:39.592693,1004443,11004443029,011004443031,420.75,S,Russia,APPROVED,-0.06329317896308251,,txn_8ba92f39,PENDING,,,
2026-01-29T20:23:44.081725,1004443,11004443029,011004443031,420.75,S,Russia,APPROVED,-0.050368184438284835,,txn_ede6ca1d,PENDING,,,
2026-01-29T20:23:46.521478,1004443,11004443029,011004443031,420.75,S,Russia,APPROVED,-0.03155521761009861,,txn_3aa70146,PENDING,,,
2026-01-29T20:23:48.501960,1004443,11004443029,011004443031,420.75,S,Russia,APPROVED,-0.021231368156049313,,txn_6a11d8b6,PENDING,,,
2026-01-29T20:23:51.018756,1004443,11004443029,011004443031,420.75,S,Russia,APPROVED,-0.016822093245567604,,txn_dc48894b,PENDING,,,
2026-01-29T20:23:53.541588,1004443,11004443029,011004443031,420.75,S,Russia,REQUIRES_USER_APPROVAL,0.0017698070927615328,Velocity limit exceeded: 6 transactions in last 10 minutes (max allowed 5) | ML anomaly detected: abnormal behavior pattern (risk score 0.0018),txn_f08337b6,PENDING,,,
2026-01-29T20:23:56.112051,1004443,11004443029,011004443031,420.75,S,Russia,REQUIRES_USER_APPROVAL,0.004993301023022423,Velocity limit exceeded: 7 transactions in last 10 minutes (max allowed 5) | ML anomaly detected: abnormal behavior pattern (risk score 0.0050),txn_2afcb6e0,PENDING,,,
